message,priority,word_count,response_time_hours,customer_rating,department
"Slow performance. Morning, the warehouse scanners is running slower than usual for the support desk! This is affecting all customers. Could be nothing. PLEASE ACTION RIGHT AWAY. !!!!!!!!!!",medium,28,17.6,4,support
"Low priority note. Good morning, Would be nice to tidy up a typo on the about page when there is time. Could be nothing. Let me know.",low,27,22.0,,engineering
"the invoice tool problem. Team, Errors on the invoice tool are now stopping the support desk from processing anything. This is affecting all customers. Escalating to the director. I think, anyway. Many thanks.",high,33,3.3,,support
Minor thing. Is there any chance we could look at the staff photo page eventually? Whenever you get a chance. Let me know if you need more detail. Appreciate it.,low,30,30.1,,finance
"Low priority note. Hi team, Small suggestion about the coffee machine for whenever you get to it. No rush at all. Thank you.",low,23,91.9,,finance
"Slow performance. Hi, the night shift would like an update on the the HR system issue from last week! Needs resolving within the hour. Many thanks.",medium,26,40.7,4,hr
Repeated failures. the whole office is blocked because the API gateway keeps timing out. This affects every branch. Many thanks.,high,20,8.0,,hr
"the invoice tool acting up. Good morning, We are seeing occasional timeouts on the invoice tool! Ticket reference REF-14975. Many thanks.",medium,21,40.3,,support
"Idea for later. Morning, Could someone update the notice board at some point? Let me know if you need more detail. Cheers.",low,22,23.0,,support
"Question about the print server. Hey, A few people in the night shift have mentioned the print server being awkward. Thanks in advance.",medium,23,24.1,,support
"Issue report. Hi team, We are seeing occasional timeouts on the invoice tool. No rush at all. Cheers.",low,18,22.2,,support
"the backup job acting up. Good morning, the backup job threw an error once this morning but recovered! Ticket reference REF-31214.",medium,21,14.0,,hr
"Please take a look. Morning, all customers would like an update on the the invoice tool issue from last week. Many thanks.",medium,22,29.7,3,support
"When you get a chance. Hello, Small suggestion about a typo on the about page for whenever you get to it. Ticket reference REF-97688.",medium,24,41.3,2,operations
"When you get a chance. Hi all, Small suggestion about the notice board for whenever you get to it! No rush at all. Many thanks.",low,25,92.7,,sales
"the customer portal not working. Morning, the finance team is blocked because the customer portal keeps timing out. Please action right away. The whole company is affected. Cheers.",high,28,,5,finance
"Minor thing. Hi team, Is there any chance we could look at a typo on the about page eventually? No rush at all. Ticket reference REF-16300. Thanks in advance.",low,29,35.9,5,engineering
"Minor thing. Hi team, Is there any chance we could look at the font on the intranet eventually? Logged this at 15:44 today. Regards. THIS IS URGENT. !!!",low,,76.6,,hr
"Need help with the CRM. Hi all, the CRM has been unavailable for over an hour and everyone is affected. This affects every branch. Deadline is tonight. Regards.",high,28,8.0,,support
"When you get a chance. Hi, Is there any chance we could look at the parking spreadsheet eventually? Escalating to the director. No rush at all. Let me know if you need more detail. Thank you.",low,36,52.1,2,
"Small suggestion. Hello, Just noticed the staff photo page looks a bit out of date. Only if you have time. Regards.",low,21,81.8,,support
"Question about the invoice tool. Hello, the sales team would like an update on the the invoice tool issue from last week. Let me know if you need more detail. Thank you.",medium,32,35.8,,finance
"  Small suggestion. Morning, Just noticed my desk chair looks a bit out of date. Whenever you get a chance. Let me know.   ",low,22,,4,hr
"OUTAGE - the invoice tool. Hi, the invoice tool has stopped processing and we are losing data. Raising this formally. I have restarted my machine already. Thanks in advance.",critical,29,2.8,2,support
Repeated failures. the API gateway has been unavailable for over an hour and all customers is affected.,high,17,11.8,5,support
"the customer portal problem. Hi team, We have lost access to the customer portal and the sales team is stuck. Thank you.",high,22,11.0,2,engineering
"Idea for later. Hi all, Is there any chance we could look at the meeting room projector eventually? Whenever you get a chance. Let me know.",low,26,78.1,3,operations
"Minor thing. Hey, Would be nice to tidy up the staff photo page when there is time. Let me know.",low,20,89.6,,support
"Minor thing. <b>Hello,</b> Is there any chance we could look at my desk chair eventually? I have restarted my machine already. Let me know.",low,24,60.6,,engineering
"Small suggestion. Good morning, Just noticed the office plant rota looks a bit out of date. Needs resolving within the hour. No hurry. Thanks.",low,24,,,sales
"Slow performance. Good morning, A few people in the warehouse have mentioned the backup job being awkward. We need this ASAP.",medium,21,14.2,2,support
"Small suggestion. Good morning, Just noticed the notice board looks a bit out of date. No hurry. Happy to give more information. Thanks in advance.!!!!!!!",low,25,32.1,,operations
"Question about the VPN. Hello, Could someone check the VPN? our EU users reported something odd. Whenever you get a chance. Let me know.",medium,24,38.1,,operations
"the print server acting up. Hi team, the print server threw an error once this morning but recovered. Not totally sure. Thanks.",medium,22,26.2,,support
"OUTAGE - the warehouse scanners. Good morning, Customer data on the warehouse scanners appears to have BEEN exposed. The whole company is affected. Ticket reference REF-76157. Let me know.",critical,29,1.8,,engineering
"Slow performance. Team, We are seeing occasional timeouts on the CRM. No rush at all. Let me know if you need more detail. Many thanks.",medium,25,,2,support
"Low priority <b>note.</b> Hey, Could someone update the staff photo page at some point? Only if you have time. Appreciate it. THIS IS TIME CRITICAL. !!!",low,26,78.8,,support
"Issue report. Hello, A few people in everyone have mentioned the backup job being awkward! Happy to give more information. Let me know.",medium,,,,engineering
"  the email server problem. Good morning, the email server has been unavailable for over an hour and the finance team is affected! Please action right away. Everyone is impacted.   ",high,29,11.6,5,operations
,high,27,6.0,,support
"Low priority note. Hi team, Could someone update the coffee machine at some point? This is affecting all customers. Let me know.",low,,82.5,2,engineering
"the backup <b>job</b> acting up. Hello, the backup job threw an error once this morning but recovered. Happy to give more information. Regards.",medium,23,24.2,,finance
"Repeated failures. Hi all, We have lost access to the CRM and all customers is stuck. Needs looking at immediately. The whole company is affected. Thanks in advance.",medium,28,2.2,,
"Question about the checkout page. Hi, A few people in the sales team have mentioned the checkout page being awkward. Whenever you get a chance. Let me know.!!!!!!!",medium,28,26.3,,support
"Small suggestion. Hey, Just noticed the staff photo page looks a bit out of date. Whenever you get a chance. Appreciate it.",low,22,18.2,4,hr
"URGENT: the backup job down. Team, the backup job has been wiped and the backups are failing as well. All users are hitting this. Deadline is tonight. Ticket reference REF-97558. Thanks. Whenever you get a chance.",critical,36,3.5,,support
